Sno,Juz,SurahNo,SurahName,Classification,AyahNo,verse,lb1,lb2,lb3,lb4,lb5,lb6,lb7,lb8,lb9,lb10,lb11,lb12
508,,4,An-Nisa',Medani,23,"Prohibited to you (For marriage) are:- Your mothers, daughters, sisters; father's sisters, Mother's sisters; brother's daughters, sister's daughters; foster-mothers (Who gave you suck), foster-sisters; your wives' mothers; your step-daughters under your guardianship, born of your wives to whom ye have gone in,- no prohibition if ye have not gone in;- (Those who have been) wives of your sons proceeding from your loins; and two sisters in wedlock at one and the same time, except for what is past; for Allah is Oft-forgiving, Most Merciful;-",prohibited,not marry,mothers,sisters,daughters,father's sister,foster sister,forgiving,merciful,,,
509,,4,An-Nisa',Medani,24,"Also (prohibited are) women already married, except those whom your right hands possess: Thus hath Allah ordained (Prohibitions) against you: Except for these, all others are lawful, provided ye seek (them in marriage) with gifts from your property,- desiring chastity, not lust, seeing that ye derive benefit from them, give them their dowers (at least) as prescribed; but if, after a dower is prescribed, agree Mutually (to vary it), there is no blame on you, and Allah is All-knowing, All-wise.",prohibited,not marry,already married,not lust,bridal dues,agree mutually,Allah knoweth,chaste,,,,
510,,4,An-Nisa',Medani,25,"If any of you have not the means wherewith to wed free believing women, they may wed believing girls from among those whom your right hands possess: And Allah hath full knowledge about your faith. Ye are one from another: Wed them with the leave of their owners, and give them their dowers, according to what is reasonable: They should be chaste, not lustful, nor taking paramours: when they are taken in wedlock, if they fall into shame, their punishment is half that for free women. This (permission) is for those among you who fear sin; but it is better for you that ye practise self-restraint. And Allah is Oft-forgiving, Most Merciful.",free believing women,wedding,slave girls,Allah knoweth,permission,chaste,not lust,half punishment,fear sin,forgiving,merciful,
511,,4,An-Nisa',Medani,26,"Allah doth wish to make clear to you and to show you the ordinances of those before you; and (He doth wish to) turn to you (In Mercy): And Allah is All-knowing, All-wise.",Allah wish,ordinance,Allah knoweth,wise,,,,,,,,
512,,4,An-Nisa',Medani,27,"Allah doth wish to Turn to you, but the wish of those who follow their lusts is that ye should turn away (from Him),- far, far away.",Allah wish,lusts,turn away,,,,,,,,,
513,,4,An-Nisa',Medani,28,Allah doth wish to lighten your (difficulties): For man was created Weak (in flesh).,Allah wish,lighten,man,weak,,,,,,,,
514,,4,An-Nisa',Medani,29,O ye who believe! Eat not up your property among yourselves in vanities: But let there be amongst you Traffic and trade by mutual good-will: Nor kill (or destroy) yourselves: for verily Allah hath been to you Most Merciful!,o belliever,hit right,occupy property,trade,kill,merciful,,,,,,
515,,4,An-Nisa',Medani,30,"If any do that in rancour and injustice,- soon shall We cast them into the Fire: And easy it is for Allah.",injustice,fire,easy,,,,,,,,,
516,,4,An-Nisa',Medani,31,"If ye (but) eschew the most heinous of the things which ye are forbidden to do, We shall expel out of you all the evil in you, and admit you to a gate of great honour.",major sin,expel out,eval,great honour,,,,,,,,
517,,4,An-Nisa',Medani,32,"And in no wise covet those things in which Allah Hath bestowed His gifts More freely on some of you than on others: To men is allotted what they earn, and to women what they earn: But ask Allah of His bounty. For Allah hath full knowledge of all things.",bestow gifts,some of you,men,women,bounty,Allah knoweth,,,,,,
518,,4,An-Nisa',Medani,33,"To (benefit) every one, We have appointed shares and heirs to property left by parents and relatives. To those, also, to whom your right hand was pledged, give their due portion. For truly Allah is witness to all things.",appointed beneficiary,property share,pledge,witness,Allah knoweth,,,,,,,
519,,4,An-Nisa',Medani,34,"Men are the protectors and maintainers of women, because Allah has given the one more (strength) than the other, and because they support them from their means. Therefore the righteous women are devoutly obedient, and guard in (the husband's) absence what Allah would have them guard. As to those women on whose part ye fear disloyalty and ill-conduct, admonish them (first), (Next), refuse to share their beds, (And last) beat them (lightly); but if they return to obedience, seek not against them Means (of annoyance): For Allah is Most High, great (above you all).",men protector,bestow,strength,righteous women,disloyal women,admonish,forsake bed,beat,not against,Allah is great,,
520,,4,An-Nisa',Medani,35,"If ye fear a breach between them twain, appoint (two) arbiters, one from his family, and the other from hers; if they wish for peace, Allah will cause their reconciliation: For Allah hath full knowledge, and is acquainted with all things.",dissention,appoint arbiters,wish peace,reconsiliation,equante,Allah knoweth,,,,,,
521,,4,An-Nisa',Medani,36,"Serve Allah, and join not any partners with Him; and do good- to parents, kinsfolk, orphans, those in need, neighbours who are near, neighbours who are strangers, the companion by your side, the wayfarer (ye meet), and what your right hands possess: For Allah loveth not the arrogant, the vainglorious;-",worship Allah,no partner,do good,parents,kinsfolk,orphans,neighbours,wayfarer,right hand posses,Allah loveth,vaingloriath,
522,,4,An-Nisa',Medani,37,"(Nor) those who are niggardly or enjoin niggardliness on others, or hide the bounties which Allah hath bestowed on them; for We have prepared, for those who resist Faith, a punishment that steeps them in contempt;-",niggard,enjoin niggard,hide bounty,bestow,reject faith,punishment,,,,,,
523,,4,An-Nisa',Medani,38,"Not those who spend of their substance, to be seen of men, but have no faith in Allah and the Last Day: If any take the Evil One for their intimate, what a dreadful intimate he is!",spend wealth,show off,no faith,last day,evil one,dreadful,,,,,,
524,,4,An-Nisa',Medani,39,"And what burden Were it on them if they had faith in Allah and in the Last Day, and they spent out of what Allah hath given them for sustenance? For Allah hath full knowledge of them.",faith,Allah,last day,spend,Allah knoweth,,,,,,,
525,,4,An-Nisa',Medani,40,"Allah is never unjust in the least degree: If there is any good (done), He doubleth it, and giveth from His own presence a great reward.",unjust,double reward,great reward,,,,,,,,,
526,,4,An-Nisa',Medani,41,"How then if We brought from each people a witness, and We brought thee as a witness against these people!",witness,every nation,,,,,,,,,,
527,,4,An-Nisa',Medani,42,On that day those who reject Faith and disobey the messenger will wish that the earth Were made one with them: But never will they hide a single fact from Allah!,day of judgement,reject faith,disobey,messenger,buried alive,never hide,,,,,,
528,,4,An-Nisa',Medani,43,"O ye who believe! Approach not prayers with a mind befogged, until ye can understand all that ye say,- nor in a state of ceremonial impurity (Except when travelling on the road), until after washing your whole body. If ye are ill, or on a journey, or one of you cometh from offices of nature, or ye have been in contact with women, and ye find no water, then take for yourselves clean sand or earth, and rub therewith your faces and hands. For Allah doth blot out sins and forgive again and again.",intoxicated,no prayer,impure,ill,journey,find women,clean,bath,sand,earth,blot out sin,forgive
529,,4,An-Nisa',Medani,44,"Hast thou not turned Thy vision to those who were given a portion of the Book? they traffic in error, and wish that ye should lose the right path.",turn vision,portion of book,,error,lose path,,,,,,,
530,,4,An-Nisa',Medani,45,"But Allah hath full knowledge of your enemies: Allah is enough for a protector, and Allah is enough for a Helper.",Allah hath knowledge,Allah helper,Allah protector,,,,,,,,,
531,,4,An-Nisa',Medani,46,"Of the Jews there are those who displace words from their (right) places, and say: ""We hear and we disobey""; and ""Hear what is not Heard""; and ""Ra'ina""; with a twist of their tongues and a slander to Faith. If only they had said: ""What hear and we obey""; and ""Do hear""; and ""Do look at us""; it would have been better for them, and more proper; but Allah hath cursed them for their Unbelief; and but few of them will believe.",Jews,to distort,we disobey,Ra'ina,hear,obey,Allah curse,un believe,few believe,,,
532,,4,An-Nisa',Medani,47,"O ye People of the Book! believe in what We have (now) revealed, confirming what was (already) with you, before We change the face and fame of some (of you) beyond all recognition, and turn them hindwards, or curse them as We cursed the Sabbath-breakers, for the decision of Allah Must be carried out.",people of book,believe,revealed,confirming,curse,decesion of Allah,,,,,,
533,,4,An-Nisa',Medani,48,"Allah forgiveth not that partners should be set up with Him; but He forgiveth anything else, to whom He pleaseth; to set up partners with Allah is to devise a sin Most heinous indeed.",not forgive,partner associated,forgive,heinous sin,,,,,,,,
534,,4,An-Nisa',Medani,49,"Do you not see those who claim purity for themselves? Nay, Allah purifies whome he wills, and they will not be wronged (even as much as) a hair on a date-seed. ",claim purity,Allah purify,not be wronged,date-seed hair,,,,,,,,
535,,4,An-Nisa',Medani,50,Behold! how they invent a lie against Allah! but that by itself is a manifest sin!,lie to Allah,manifest sin,,,,,,,,,,
536,,4,An-Nisa',Medani,51,"Hast thou not turned Thy vision to those who were given a portion of the Book? they believe in sorcery and Evil, and say to the Unbelievers that they are better guided in the (right) way Than the believers!",portion of book,sorcery,evil,unbeliever,better than believer,,,,,,,
537,,4,An-Nisa',Medani,52,"They are (men) whom Allah hath cursed: And those whom Allah Hath cursed, you will never find any helper for him.",Allah cursed,no helper,,,,,,,,,,
538,,4,An-Nisa',Medani,53,"Have they a share in dominion or power? Behold, they give not even a speack on date seed to their fellow-men?",share in power,not give,speck on date seed,,,,,,,,,
539,,4,An-Nisa',Medani,54,"Or do they envy mankind for what Allah hath given them of his bounty? but We had already given the people of Abraham the Book and Wisdom, and conferred upon them a great kingdom.",envy,bounty,people of Abraham,,book ,wisdom,kingdom,,,,,
540,,4,An-Nisa',Medani,55,"Some of them believed, and some of them averted their faces from him: And enough is Hell for a burning fire.",believe,averted face,hell ,burning fire,,,,,,,,
541,,4,An-Nisa',Medani,56,"Those who reject our Signs, We shall soon cast into the Fire: as often as their skins are roasted through, We shall change them for fresh skins, that they may taste the penalty: for Allah is Exalted in Power, Wise.",not believer,fire,skin roasted,fresh skin,taste penalty,Allah is powerful,,wise,,,,
542,,4,An-Nisa',Medani,57,"But those who believe and do deeds of righteousness, We shall soon admit to Gardens, with rivers flowing beneath,- their eternal home: Therein shall they have companions pure and holy: We shall admit them to shades, cool and ever deepening.",righteousness,admit,heaven,gardens,rivers,holy companion,shades,cool,,,,
543,,4,An-Nisa',Medani,58,"Allah doth command you to render back your Trusts to those to whom they are due; And when ye judge between man and man, that ye judge with justice: Verily how excellent is the teaching which He giveth you! For Allah is He Who heareth and seeth all things.",render ,trust,justice,excellent advice,,Allah,hear,see,,,,
544,,4,An-Nisa',Medani,59,"O ye who believe! Obey Allah, and obey the Messenger, and those charged with authority among you. If ye differ in anything among yourselves, refer it to Allah and His Messenger, if ye do believe in Allah and the Last Day: That is best, and most suitable for final determination.",o belliever,obey Allah,obey messenger,authorised,dispute,contact messenger,,believe in Allah,lastday,most suitable,,
545,,4,An-Nisa',Medani,60,"Hast thou not turned Thy vision to those who declare that they believe in the revelations that have come to thee and to those before thee? Their (real) wish is to resort together for judgment (in their disputes) to the Evil One, though they were ordered to reject him. But Satan's wish is to lead them astray far away (from the right).",believe,revealed you,revealed before,satan justice,satan mislead,,,,,,,
546,,4,An-Nisa',Medani,61,"When it is said to them: ""Come to what Allah hath revealed, and to the Messenger"": Thou seest the Hypocrites avert their faces from thee in disgust.",book of Allah,hypocrite,avert faces,,,,,,,,,
547,,4,An-Nisa',Medani,62,"How then, when they are seized by misfortune, because of the deeds which they hands have sent forth? Then their come to thee, swearing by Allah: ""We meant no more than good-will and conciliation!""",disaster,deeds,swear by Allah,,conciliation,,,,,,,
548,,4,An-Nisa',Medani,63,"Those men,-Allah knows what is in their hearts; so keep clear of them, but admonish them, and speak to them a word to reach their very souls.      ",Allah knoweth,heart,admonish,penetrating words,,,,,,,,
549,,4,An-Nisa',Medani,64,"We sent not a messenger, but to be obeyed, in accordance with the will of Allah. If they had only, when they were unjust to themselves, come unto thee and asked Allah's forgiveness, and the Messenger had asked forgiveness for them, they would have found Allah indeed Oft-returning, Most Merciful.",messenger,will of Allah,unjust,forgivemess,most merciful,,,,,,,
550,,4,An-Nisa',Medani,65,"But no, by the Lord, they can have no (real) Faith, until they make thee judge in all disputes between them, and find in their souls no resistance against Thy decisions, but accept them with the fullest conviction.",by God ,no faith,disputes,accept decisions,,,,,,,,
551,,4,An-Nisa',Medani,66,"If We had ordered them to sacrifice their lives or to leave their homes, very few of them would have done it: But if they had done what they were (actually) told, it would have been best for them, and would have gone farthest to strengthen their (faith);",sacrify live,leave home,few obey,best ,faith,,,,,,,
552,,4,An-Nisa',Medani,67,And We should then have given them from our presence a great reward;,presence,reward,,,,,,,,,,
553,,4,An-Nisa',Medani,68,And We should have shown them the Straight Way.,straight way,,,,,,,,,,,
554,,4,An-Nisa',Medani,69,"All who obey Allah and the messenger are in the company of those on whom is the Grace of Allah,- of the prophets (who teach), the sincere (lovers of Truth), the witnesses (who testify), and the Righteous (who do good): Ah! what a beautiful fellowship!",obey Allah,messenger,company,prophets,righteous,martyrs,,,,,,
555,,4,An-Nisa',Medani,70,Such is the bounty from Allah: And sufficient is it that Allah knoweth all.,Allah's bounty,sufficient,Allah knoweth,,,,,,,,,
556,,4,An-Nisa',Medani,71,"O ye who believe! Take your precautions, and either go forth in parties or go forth all together.",O believer,precaution,go forth,altogether,,,,,,,,
557,,4,An-Nisa',Medani,72,"There are certainly among you men who would tarry behind: If a misfortune befalls you, they say: ""Allah did favour us in that we were not present among them.""",terry behind,misfortune,Allah's favour,,,,,,,,,
558,,4,An-Nisa',Medani,73,"But if good fortune comes to you from Allah, they would be sure to say - as if there had never been Ties of affection between you and them - ""Oh! I wish I had been with them; a fine thing should I then have made of it!""",good furtune,affection,wish ,,,,,,,,,
559,,4,An-Nisa',Medani,74,"Let those fight in the cause of Allah Who sell the life of this world for the hereafter. To him who fighteth in the cause of Allah,- whether he is slain or gets victory - Soon shall We give him a reward of great (value).",fight for Allah,sell life,hereafter,slain,vectory,reward,,,,,,
560,,4,An-Nisa',Medani,75,"And why should ye not fight in the cause of Allah and of those who, being weak, are ill-treated (and oppressed)?- Men, women, and children, whose cry is: ""Our Lord! Rescue us from this town, whose people are oppressors; and raise for us from Thee one who will protect; and raise for us from Thee one who will help!""",not fight,cause of Allah,weak,ill,women,children,cry,rescue us,who protect,help us,,
561,,4,An-Nisa',Medani,76,"Those who believe fight in the cause of Allah, and those who reject Faith Fight in the cause of Evil: So fight ye against the friends of Satan: feeble indeed is the cunning of Satan.",believer,fight,cause of Allah,reject faith,cause of evil,satan friend,satan stratigy,weak,,,,
562,,4,An-Nisa',Medani,77,"Hast thou not turned Thy vision to those who were told to hold back their hands (from fight) but establish regular prayers and spend in regular charity? When (at length) the order for fighting was issued to them, behold! a section of them feared men as - or even more than - they should have feared Allah: They said: ""Our Lord! Why hast Thou ordered us to fight? Wouldst Thou not Grant us respite to our (natural) term, near (enough)?"" Say: ""Short is the enjoyment of this world: the Hereafter is the best for those who do right: Never will ye be dealt with unjustly in the very least!",hold back hands,prayer,charity,fight for Allah,feared,why fight,enjoyment,hereafter,justice,,,
563,,4,An-Nisa',Medani,78,"""Wherever ye are, death will find you out, even if ye are in towers built up strong and high!"" If some good befalls them, they say, ""This is from Allah""; but if evil, they say, ""This is from thee"" (O Prophet). Say: ""All things are from Allah."" But what hath come to these people, that they fail to understand a single fact?",death,good from Allah,evil from Prophet,Allah doeth,fail,single fact,,,,,,
564,,4,An-Nisa',Medani,79,"Whatever good, (O man!) happens to thee, is from Allah; but whatever evil happens to thee, is from thy (own) soul. and We have sent thee as a messenger to (instruct) mankind. And enough is Allah for a witness.",good from Allah,evil from own,messenger,mankind,Allah enough,,,,,,,
565,,4,An-Nisa',Medani,80,"He who obeys the Messenger, obeys Allah: But if any turn away, We have not sent thee to watch over their (evil deeds).",obeys messenger,obeys Allah,watch,,,,,,,,,
566,,4,An-Nisa',Medani,81,"They have ""Obedience"" on their lips; but when they leave thee, a section of them Meditate all night on things very different from what thou tellest them. But Allah records their nightly (plots): So keep clear of them, and put thy trust in Allah, and enough is Allah as a disposer of affairs.",obedient,leave,change,record,Allah enough,,,,,,,
567,,4,An-Nisa',Medani,82,"Do they not consider the Qur'an (with care)? Had it been from other Than Allah, they would surely have found therein Much discrepancy.",consider Quran,,discrepancy,not from Allah,,,,,,,,
568,,4,An-Nisa',Medani,83,"When there comes to them some matter touching (Public) safety or fear, they divulge it. If they had only referred it to the Messenger, or to those charged with authority among them, the proper investigators would have Tested it from them (direct). Were it not for the Grace and Mercy of Allah unto you, all but a few of you would have fallen into the clutches of Satan.",safety,fear ,messenger,investigator,grace,mercy,clutches of Satan,,,,,
569,,4,An-Nisa',Medani,84,Then fight in Allah's cause - Thou art held responsible only for thyself - and rouse the believers. It may be that Allah will restrain the fury of the Unbelievers; for Allah is the strongest in might and in punishment.,fight for Allah,restrain fury,unbeliever,Allah is greator,punishment,,,,,,,
570,,4,An-Nisa',Medani,85,"Whoever recommends and helps a good cause becomes a partner therein: And whoever recommends and helps an evil cause, shares in its burden: And Allah hath power over all things.",good cause,evil cause,help evil,share burden,Allah is powerful,,,,,,,
571,,4,An-Nisa',Medani,86,"When a (courteous) greeting is offered you, meet it with a greeting still more courteous, or (at least) of equal courtesy. Allah takes careful account of all things.",greeting,more courteous,Allah takes care,,,,,,,,,
572,,4,An-Nisa',Medani,87,"Allah! There is no god but He: of a surety He will gather you together against the Day of Judgment, about which there is no doubt. And whose word can be truer than Allah's?",oness of Allah,gather,day of judgment,truer than Allah,,,,,,,,
573,,4,An-Nisa',Medani,88,"Why should ye be divided into two parties about the Hypocrites? Allah hath upset them for their (evil) deeds. Would ye guide those whom Allah hath thrown out of the Way? For those whom Allah hath thrown out of the Way, never shalt thou find the Way.",two group,hypocrite,upset,guide,Allah thrown out,never find way,,,,,,
574,,4,An-Nisa',Medani,89,"They but wish that ye should reject Faith, as they do, and thus be on the same footing (as they): But take not friends from their ranks until they flee in the way of Allah (From what is forbidden). But if they turn renegades, seize them and slay them wherever ye find them; and (in any case) take no friends or helpers from their ranks.",wish,reject faith,no friendship,fight for Allah,slay,no helper,,,,,,
575,,4,An-Nisa',Medani,90,"Except those who join a group between whom and you there is a treaty (of peace), or those who approach you with hearts restraining them from fighting you as well as fighting their own people. If Allah had pleased, He could have given them power over you, and they would have fought you: Therefore if they withdraw from you but fight you not, and (instead) send you (Guarantees of) peace, then Allah Hath opened no way for you (to war against them).",join you,approach you,fighting,,,,,,,,,
576,,4,An-Nisa',Medani,91,"Others you will find that wish to gain your confidence as well as that of their people: Every time they are sent back to temptation, they succumb thereto: if they withdraw not from you nor give you (guarantees) of peace besides restraining their hands, seize them and slay them wherever ye get them: In their case We have provided you with a clear argument against them.",confidence,temptation,peace,slay,clear argument,,,,,,,
577,,4,An-Nisa',Medani,92,"Never should a believer kill a believer; but (If it so happens) by mistake, (Compensation is due): If one (so) kills a believer, it is ordained that he should free a believing slave, and pay compensation to the deceased's family, unless they remit it freely. If the deceased belonged to a people at war with you, and he was a believer, the freeing of a believing slave (Is enough). If he belonged to a people with whom ye have treaty of Mutual alliance, compensation should be paid to his family, and a believing slave be freed. For those who find this beyond their means, (is prescribed) a fast for two months running: by way of repentance to Allah: for Allah hath all knowledge and all wisdom.",kill believer,blood money,free believer slave,,hostile,poor,two month fast,Allah knoweth,wisdom,,,
578,,4,An-Nisa',Medani,93,"If a man kills a believer intentionally, his recompense is Hell, to abide therein (For ever): And the wrath and the curse of Allah are upon him, and a dreadful penalty is prepared for him.",kill believer,intentionally,hell,wreth,curse of Allah,penalty,,,,,,
579,,4,An-Nisa',Medani,94,"O ye who believe! When ye go abroad in the cause of Allah, investigate carefully, and say not to any one who offers you a salutation: ""Thou art none of a believer!"" Coveting the perishable goods of this life: with Allah are profits and spoils abundant. Even thus were ye yourselves before, till Allah conferred on you His favours: Therefore carefully investigate. For Allah is well aware of all that ye do.",O believer,abroad,investigate,saluation,Allah conferred,favour,Allah knoweth,,,,,
580,,4,An-Nisa',Medani,95,"Not equal are those believers who sit (at home) and receive no hurt, and those who strive and fight in the cause of Allah with their goods and their persons. Allah hath granted a grade higher to those who strive and fight with their goods and persons than to those who sit (at home). Unto all (in Faith) Hath Allah promised good: But those who strive and fight Hath He distinguished above those who sit (at home) by a special reward.",sit home,fight for Allah,high grade,Allah promised,distinguish,special reward,,,,,,
581,,4,An-Nisa',Medani,96,"Ranks specially bestowed by Him, and Forgiveness and Mercy. For Allah is Oft-forgiving, Most Merciful.",ranks,forgiveness,mercy,Allah,,,,,,,,
582,,4,An-Nisa',Medani,97,"When angels take the souls of those who die in sin against their souls, they say: ""In what (plight) Were ye?"" They reply: ""Weak and oppressed Were we in the earth."" They say: ""Was not the earth of Allah spacious enough for you to move yourselves away (From evil)?"" Such men will find their abode in Hell,- What an evil refuge! ",angel,soul,die in sin,weak ,oppress,spacious earth,,hell,evil refuge,,,
583,,4,An-Nisa',Medani,98,"Except those who are (really) weak and oppressed - men, women, and children - who have no means in their power, nor (a guide-post) to their way.",weak ,oppressed,men,women,children,no power,no way,,,,,
584,,4,An-Nisa',Medani,99,"For these, there is hope that Allah will forgive: For Allah doth blot out (sins) and forgive again and again.",hope,Allah forgive,,,,,,,,,,
585,,4,An-Nisa',Medani,100,"He who forsakes his home in the cause of Allah, finds in the earth Many a refuge, wide and spacious: Should he die as a refugee from home for Allah and His Messenger, His reward becomes due and sure with Allah: And Allah is Oft-forgiving, Most Merciful.",forsake home,cause of Allah,wide,specious,died in Allah way,reward due,Allah,forgiving,merciful,,,
586,,4,An-Nisa',Medani,101,"When ye travel through the earth, there is no blame on you if ye shorten your prayers, for fear the Unbelievers May attack you: For the Unbelievers are unto you open enemies.",travel,short prayer,unbeliever,enemy,,,,,,,,
587,,4,An-Nisa',Medani,102,"When thou (O Messenger) art with them, and standest to lead them in prayer, Let one party of them stand up (in prayer) with thee, Taking their arms with them: When they finish their prostrations, let them Take their position in the rear. And let the other party come up which hath not yet prayed - and let them pray with thee, Taking all precaution, and bearing arms: the Unbelievers wish, if ye were negligent of your arms and your baggage, to assault you in a single rush. But there is no blame on you if ye put away your arms because of the inconvenience of rain or because ye are ill; but take (every) precaution for yourselves. For the Unbelievers Allah hath prepared a humiliating punishment.",O messenger,lead them,prayer,keep arms,two parties,precaution,non beliver,wish assault,no blame,open arm,ill,humilating punishment
588,,4,An-Nisa',Medani,103,"When ye pass (Congregational) prayers, celebrate Allah's praises, standing, sitting down, or lying down on your sides; but when ye are free from danger, set up Regular Prayers: For such prayers are enjoined on believers at stated times.",Prayer,Allah's praises,standing,sitting,laying,danger,regular prayer,believer,stated time,,,
589,,4,An-Nisa',Medani,104,"And slacken not in following up the enemy: If ye are suffering hardships, they are suffering similar hardships; but ye have Hope from Allah, while they have none. And Allah is full of knowledge and wisdom.",follow up enemy,suffering hardship,hope,from Allah,Allah knoweth,wisdom,,,,,,
590,,4,An-Nisa',Medani,105,"We have sent down to thee the Book in truth, that thou mightest judge between men, as guided by Allah: so be not (used) as an advocate by those who betray their trust;",book in truth,judge,Allah guided,betray trust,,,,,,,,
591,,4,An-Nisa',Medani,106,"But seek the forgiveness of Allah; for Allah is Oft-forgiving, Most Merciful.",forgiveness,Allah merciful,,,,,,,,,,
592,,4,An-Nisa',Medani,107,Contend not on behalf of such as betray their own souls; for Allah loveth not one given to perfidy and crime:,contend,betray,Allah dislike,crime,,,,,,,,
593,,4,An-Nisa',Medani,108,"They may hide (Their crimes) from men, but they cannot hide (Them) from Allah, seeing that He is in their midst when they plot by night, in words that He cannot approve: And Allah Doth compass round all that they do.",hide,from men,from Allah,plot by night,Allah knoweth,,,,,,,
594,,4,An-Nisa',Medani,109,"Ah! These are the sort of men on whose behalf ye may contend in this world; but who will contend with Allah on their behalf on the Day of Judgment, or who will carry their affairs through?",content,world,with Allah,judgment day,carry,affair,,,,,,
595,,4,An-Nisa',Medani,110,"If any one does evil or wrongs his own soul but afterwards seeks Allah's forgiveness, he will find Allah Oft-forgiving, Most Merciful.",evil,wrong,forgiveness,most merciful,,,,,,,,
596,,4,An-Nisa',Medani,111,And if any one earns sin. he earns it against His own soul: for Allah is full of knowledge and wisdom.,sin,soul,Allah knoweth,wisdom,,,,,,,,
597,,4,An-Nisa',Medani,112,"But if any one earns a fault or a sin and throws it on to one that is innocent, He carries (on himself) (Both) a falsehood and a flagrant sin.",sin,throws to innocent,,flagrant sin,,,,,,,,
598,,4,An-Nisa',Medani,113,"But for the Grace of Allah to thee and his Mercy, a party of them would certainly have plotted to lead thee astray. But (in fact) they will only Lead their own souls astray, and to thee they can do no harm in the least. For Allah hath sent down to thee the Book and wisdom and taught thee what thou Knewest not (before): And great is the Grace of Allah unto thee.",grace of Allah,mercy,astray,deceiving themselve,harm,Allah's book,wisdom,knowledge,grace of Allah,,,
599,,4,An-Nisa',Medani,114,"In most of their secret talks there is no good: But if one exhorts to a deed of charity or justice or conciliation between men, (Secrecy is permissible): To him who does this, seeking the good pleasure of Allah, We shall soon give a reward of the highest (value).",bad talks,charity,justice,conciliation,pleasure of Allah,reward,,,,,,
600,,4,An-Nisa',Medani,115,"If anyone contends with the Messenger even after guidance has been plainly conveyed to him, and follows a path other than that becoming to men of Faith, We shall leave him in the path he has chosen, and land him in Hell,- what an evil refuge!",contend,Messenger,wrong path,hell,evil refuge,,,,,,,
601,,4,An-Nisa',Medani,116,"Allah forgiveth not (The sin of) joining other gods with Him; but He forgiveth whom He pleaseth other sins than this: one who joins other gods with Allah, Hath strayed far, far away (from the right).",no forgiveness,joining God,forgive,sin,big stray,,,,,,,
602,,4,An-Nisa',Medani,117,"(The Pagans), leaving Him, call but upon female deities: They call but upon satan the persistent rebel!",female deities,,satan,rebel,,,,,,,,
603,,4,An-Nisa',Medani,118,"Allah did curse him, but he said: ""I will take of Thy servants a portion Marked off;",Allah cursed,take servants,,,,,,,,,,
604,,4,An-Nisa',Medani,119,"""I will mislead them, and I will create in them false desires; I will order them to slit the ears of cattle, and to deface the (fair) nature created by Allah."" Whoever, forsaking Allah, takes satan for a friend, hath of a surety suffered a loss that is manifest.",mislead,false desire,slit ears,satan friend,loss,,,,,,,
605,,4,An-Nisa',Medani,120,"Satan makes them promises, and creates in them false desires; but satan's promises are nothing but deception.",satan,promises,false desire,deception,,,,,,,,
606,,4,An-Nisa',Medani,121,"They (his dupes) will have their dwelling in Hell, and from it they will find no way of escape.",dwelling hell,no escape,,,,,,,,,,
607,,4,An-Nisa',Medani,122,"But those who believe and do deeds of righteousness,- we shall soon admit them to gardens, with rivers flowing beneath,-to dwell therein for ever. Allah's promise is the truth, and whose word can be truer than Allah's?",beliver,righteous,heaven,garden,rivers,dwell forever,Allah truthful,,,,,
608,,4,An-Nisa',Medani,123,"Not your desires, nor those of the People of the Book (can prevail): whoever works evil, will be requited accordingly. Nor will he find, besides Allah, any protector or helper.",evil,good,requite,protector,helper,Allah,,,,,,
609,,4,An-Nisa',Medani,124,"If any do deeds of righteousness,- be they male or female - and have faith, they will enter Heaven, and not the least injustice will be done to them.",righteousness,male,female,believer,heaven,justice,,,,,,
610,,4,An-Nisa',Medani,125,"Who can be better in religion than one who submits his whole self to Allah, does good, and follows the way of Abraham the true in Faith? For Allah did take Abraham for a friend.",obey Allah,way good,follow Abraham,,Allah's friend,,,,,,,
611,,4,An-Nisa',Medani,126,But to Allah belong all things in the heavens and on earth: And He it is that Encompasseth all things.,Allah belongeth,heavens,earth,encompasseth,all things,,,,,,,
612,,4,An-Nisa',Medani,127,"They ask thy instruction concerning the women say: Allah doth instruct you about them: And (remember) what hath been rehearsed unto you in the Book, concerning the orphans of women to whom ye give not the portions prescribed, and yet whom ye desire to marry, as also concerning the children who are weak and oppressed: that ye stand firm for justice to orphans. There is not a good deed which ye do, but Allah is well-acquainted therewith.",orphans,women,follow book,share,marry,weak,oppresse child,Allah knoweth,,,,
613,,4,An-Nisa',Medani,128,"If a wife fears cruelty or desertion on her husband's part, there is no blame on them if they arrange an amicable settlement between themselves; and such settlement is best; even though men's souls are swayed by greed. But if ye do good and practise self-restraint, Allah is well-acquainted with all that ye do.",wife fear,husband,settlement,greed,Allah knoweth,,,,,,,
614,,4,An-Nisa',Medani,129,"Ye are never able to be fair and just as between women, even if it is your ardent desire: But turn not away (from a woman) altogether, so as to leave her (as it were) hanging (in the air). If ye come to a friendly understanding, and practise self-restraint, Allah is Oft-forgiving, Most Merciful.",never fair,between womens,incline completely,hanging,fear Allah,forgivening,merciful,,,,,
615,,4,An-Nisa',Medani,130,"But if they disagree (and must part), Allah will provide abundance for all from His all-reaching bounty: for Allah is He that careth for all and is Wise.",separate,Allah handle,Careth,Wise,,,,,,,,
